country,year,greenhouse_gas_emissions,agricultural_land,methane_emissions,arable_land,agricultural_irrigated_land,forest_area,population_growth,urban_population,GDP
Pakistan,2012,,,,,51.4654909463994,,,,
Pakistan,2011,,,,,51.9534728406055,,,,
Pakistan,2010,,,,,55.728959763918,,,,
Pakistan,2009,,,,,55.0500325991439,,,,
Pakistan,2008,,,,,54.6257752102625,,,,
Pakistan,2007,,,,,53.0364035209508,,,,
Pakistan,2006,,,,,52.9403625294036,,,,
Pakistan,2005,,,,,52.773529820659,,,,
Pakistan,2004,,,,,52.1015397419892,,,,
Pakistan,2003,,,,,49.4544270126486,,,,
Pakistan,2002,,,,,48.9100965188157,,,,
Pakistan,2001,,,,,48.1986368062317,,,,
Pakistan,2000,,,,,,,,,
Pakistan,1999,,,,,,,,,
Pakistan,1998,,,,,,,,,
Pakistan,1997,,,,,,,,,
Pakistan,1996,,,,,,,,,
Pakistan,1995,,,,,,,,,
Pakistan,1994,,,,,,,,,
Pakistan,1993,,,,,,,,,
Pakistan,1992,,,,,,,,,
Pakistan,1991,,,,,,,,,
Pakistan,1990,,,,,,,,,
Qatar,2020,,,,,17.5675675675676,,,,
Qatar,2019,,,,,16.2162162162162,,,,
Qatar,2018,,,,,14.8648648648649,,,,
Qatar,2017,,,,,15.2777777777778,,,,
Qatar,2016,,,,,15.4929577464789,,,,
Qatar,2015,,,,,15.4929577464789,,,,
Qatar,2014,,,,,,,,,
Qatar,2013,,,,,,,,,
Qatar,2012,,,,,,,,,
Qatar,2011,,,,,16.8604651162791,,,,
Qatar,2010,,,,,19.0895741556535,,,,
Qatar,2009,,,,,,,,,
Qatar,2008,,,,,,,,,
Qatar,2007,,,,,,,,,
Qatar,2006,,,,,,,,,
Qatar,2005,,,,,,,,,
Qatar,2004,,,,,,,,,
Qatar,2003,,,,,,,,,
Qatar,2002,,,,,,,,,
Qatar,2001,,,,,,,,,
Qatar,2000,,,,,,,,,
Qatar,1999,,,,,,,,,
Qatar,1998,,,,,,,,,
Qatar,1997,,,,,,,,,
Qatar,1996,,,,,,,,,
Qatar,1995,,,,,,,,,
Qatar,1994,,,,,,,,,
Qatar,1993,,,,,,,,,
Qatar,1992,,,,,,,,,
Qatar,1991,,,,,,,,,
Qatar,1990,,,,,,,,,
Turkiye,2020,,,,,13.8101795455749,,,,
Turkiye,2019,,,,,13.8270230141054,,,,
Turkiye,2018,,,,,13.7955663721496,,,,
Turkiye,2017,,,,,13.7366979243494,,,,
Turkiye,2016,,,,,13.6062408682947,,,,
Turkiye,2015,,,,,13.5275349536977,,,,
Turkiye,2014,,,,,13.5264823364631,,,,
Turkiye,2013,,,,,13.5725997449444,,,,
Turkiye,2012,,,,,13.5782539641211,,,,
Turkiye,2011,,,,,13.6350563442884,,,,
Turkiye,2010,,,,,13.3676817389521,,,,
Turkiye,2009,,,,,13.4023797897767,,,,
Turkiye,2008,,,,,13.3300955983845,,,,
Turkiye,2007,,,,,13.2008606505506,,,,
Turkiye,2006,,,,,12.87876916998,,,,
Turkiye,2005,,,,,12.6507047036848,,,,
Turkiye,2004,,,,,12.6546954622664,,,,
Turkiye,2003,,,,,12.8309221533314,,,,
Turkiye,2002,,,,,12.658996019031,,,,
Turkiye,2001,,,,,,,,,
Turkiye,2000,,,,,,,,,
Turkiye,1999,,,,,,,,,
Turkiye,1998,,,,,,,,,
Turkiye,1997,,,,,,,,,
Turkiye,1996,,,,,,,,,
Turkiye,1995,,,,,,,,,
Turkiye,1994,,,,,,,,,
Turkiye,1993,,,,,,,,,
Turkiye,1992,,,,,,,,,
Turkiye,1991,,,,,,,,,
Turkiye,1990,,,,,,,,,
Ukraine,2020,,,,,1.05298830819878,,,,
Ukraine,2019,,,,,0.987630413207136,,,,
Ukraine,2018,,,,,0.965423794430061,,,,
Ukraine,2017,,,,,0.899033478753405,,,,
Ukraine,2016,,,,,0.792484644104541,,,,
Ukraine,2015,,,,,0.756480678423436,,,,
Ukraine,2014,,,,,0.7467900074679,,,,
Ukraine,2013,,,,,0.968068198237249,,,,
Ukraine,2012,,,,,0.910477758674964,,,,
Ukraine,2011,,,,,0.898718538795087,,,,
Ukraine,2010,,,,,0.896600189013013,,,,
Ukraine,2009,,,,,0.981199728655877,,,,
Ukraine,2008,,,,,,,,,
Ukraine,2007,,,,,,,,,
Ukraine,2006,,,,,,,,,
Ukraine,2005,,,,,,,,,
Ukraine,2004,,,,,,,,,
Ukraine,2003,,,,,1.76858904606456,,,,
Ukraine,2002,,,,,1.76369697555319,,,,
Ukraine,2001,,,,,1.31279449075752,,,,
Ukraine,2000,,,,,,,,,
Ukraine,1999,,,,,,,,,
Ukraine,1998,,,,,,,,,
Ukraine,1997,,,,,,,,,
Ukraine,1996,,,,,,,,,
Ukraine,1995,,,,,,,,,
Ukraine,1994,,,,,,,,,
Ukraine,1993,,,,,,,,,
Ukraine,1992,,,,,,,,,
Ukraine,1991,,,,,,,,,
Ukraine,1990,,,,,,,,,
South Africa,2020,,,,,,,,,
South Africa,2019,,,,,,,,,
South Africa,2018,,,,,,,,,
South Africa,2017,,,,,,,,,
South Africa,2016,,,,,,,,,
South Africa,2015,,,,,,,,,
South Africa,2014,,,,,,,,,
South Africa,2013,,,,,,,,,
South Africa,2012,,,,,,,,,
South Africa,2011,,,,,1.66123643306286,,,,
South Africa,2010,,,,,1.58735073433033,,,,
South Africa,2009,,,,,,,,,
South Africa,2008,,,,,,,,,
South Africa,2007,,,,,,,,,
South Africa,2006,,,,,,,,,
South Africa,2005,,,,,,,,,
South Africa,2004,,,,,,,,,
South Africa,2003,,,,,,,,,
South Africa,2002,,,,,,,,,
South Africa,2001,,,,,,,,,
South Africa,2000,,,,,,,,,
South Africa,1999,,,,,,,,,
South Africa,1998,,,,,,,,,
South Africa,1997,,,,,,,,,
South Africa,1996,,,,,,,,,
South Africa,1995,,,,,,,,,
South Africa,1994,,,,,,,,,
South Africa,1993,,,,,,,,,
South Africa,1992,,,,,,,,,
South Africa,1991,,,,,,,,,
South Africa,1990,,,,,,,,,
Australia,2020,,,,,,17.4213145571644,,,
Australia,2019,,,,,,17.4213145571644,,,
Australia,2018,,,,,,17.4213145571644,,,
Australia,2017,,,,,,17.4229136169693,,,
Australia,2016,,,,,,17.4254877132405,,,
Australia,2015,,,,,,17.3248245968004,,,
Australia,2014,,,,,,17.232446012262,,,
Australia,2013,,,,,,17.1400674277235,,,
Australia,2012,,,,,,17.047688843185,,,
Australia,2011,,,,,,16.9553102586465,,,
Australia,2010,,,,,,16.862931674108,,,
Australia,2009,,,,,,16.8924540827617,,,
Australia,2008,,,,,,16.9219764914153,,,
Australia,2007,,,,,,16.951498900069,,,
Australia,2006,,,,,,16.9810213087226,,,
Australia,2005,,,,,,17.0105437173763,,,
Australia,2004,,,,,,17.04006612603,,,
Australia,2003,,,,,,17.0695885346836,,,
Australia,2002,,,,,,17.0991109433373,,,
Australia,2001,,,,,,17.1286333519909,,,
Australia,2000,,,,,,17.1581557606446,,,
Australia,1999,,,,,,17.1850760839853,,,
Australia,1998,,,,,,17.2119964073259,,,
Australia,1997,,,,,,17.2389167306666,,,
Australia,1996,,,,,,17.2658370540073,,,
Australia,1995,,,,,,17.2927573773479,,,
Australia,1994,,,,,,17.3196777006886,,,
Australia,1993,,,,,,17.3465980240293,,,
Australia,1992,,,,,,17.3735183473699,,,
Australia,1991,,,,,,17.4004386707106,,,
Australia,1990,,,,,,17.4273589940513,,,
Azerbaijan,2020,,,,,,13.6941896764514,,,
Azerbaijan,2019,,,,,,13.5533670481767,,,
Azerbaijan,2018,,,,,,13.4139303602971,,,
Azerbaijan,2017,,,,,,13.2731460646972,,,
Azerbaijan,2016,,,,,,13.1544115156647,,,
Azerbaijan,2015,,,,,,13.0395340115892,,,
Azerbaijan,2014,,,,,,12.9297085757836,,,
Azerbaijan,2013,,,,,,12.8205035144388,,,
Azerbaijan,2012,,,,,,12.7108265382661,,,
Azerbaijan,2011,,,,,,12.6009956689008,,,
Azerbaijan,2010,,,,,,12.4914658343012,,,
Azerbaijan,2009,,,,,,12.441808477161,,,
Azerbaijan,2008,,,,,,12.3862623597613,,,
Azerbaijan,2007,,,,,,12.3311694441419,,,
Azerbaijan,2006,,,,,,12.2751890799521,,,
Azerbaijan,2005,,,,,,12.21700096782,,,
Azerbaijan,2004,,,,,,12.1604630346429,,,
Azerbaijan,2003,,,,,,12.1086289502976,,,
Azerbaijan,2002,,,,,,12.0588116391101,,,
Azerbaijan,2001,,,,,,12.0060469226672,,,
Azerbaijan,2000,,,,,,11.9510925488772,,,
Azerbaijan,1999,,,,,,11.8852790036878,,,
Azerbaijan,1998,,,,,,11.7787994030713,,,
Azerbaijan,1997,,,,,,11.7100592427028,,,
Azerbaijan,1996,,,,,,11.6590119807251,,,
Azerbaijan,1995,,,,,,11.6079647187474,,,
Azerbaijan,1994,,,,,,11.5569174567696,,,
Azerbaijan,1993,,,,,,11.5058701947919,,,
Azerbaijan,1992,,,,,,11.4548229328142,,,
Azerbaijan,1991,,,,,,,,,
Azerbaijan,1990,,,,,,,,,
United Kingdom,2020,,,,,,13.1856322076634,,,
United Kingdom,2019,,,,,,13.1525647914686,,,
United Kingdom,2018,,,,,,13.1153639482495,,,
United Kingdom,2017,,,,,,13.0781631050304,,,
United Kingdom,2016,,,,,,13.0574959699087,,,
United Kingdom,2015,,,,,,13.0409622618113,,,
United Kingdom,2014,,,,,,12.9616004629438,,,
United Kingdom,2013,,,,,,12.8822386640764,,,
United Kingdom,2012,,,,,,12.8028768652089,,,
United Kingdom,2011,,,,,,12.7235150663415,,,
United Kingdom,2010,,,,,,12.6441532674741,,,
United Kingdom,2009,,,,,,12.6007522837184,,,
United Kingdom,2008,,,,,,12.5573512999628,,,
United Kingdom,2007,,,,,,12.5139503162072,,,
United Kingdom,2006,,,,,,12.4705493324515,,,
United Kingdom,2005,,,,,,12.4271483486959,,,
United Kingdom,2004,,,,,,12.3837473649403,,,
United Kingdom,2003,,,,,,12.3403463811846,,,
United Kingdom,2002,,,,,,12.296945397429,,,
United Kingdom,2001,,,,,,12.2535444136734,,,
United Kingdom,2000,,,,,,12.2101434299177,,,
United Kingdom,1999,,,,,,12.1373951142893,,,
United Kingdom,1998,,,,,,12.0646467986608,,,
United Kingdom,1997,,,,,,11.9918984830323,,,
United Kingdom,1996,,,,,,11.9191501674038,,,
United Kingdom,1995,,,,,,11.8464018517753,,,
United Kingdom,1994,,,,,,11.7736535361468,,,
United Kingdom,1993,,,,,,11.7009052205183,,,
United Kingdom,1992,,,,,,11.6281569048898,,,
United Kingdom,1991,,,,,,11.5554085892614,,,
United Kingdom,1990,,,,,,11.4826602736329,,,
India,2020,,,,,,24.270228273336,,,
India,2019,,,,,,24.1806275414622,,,
India,2018,,,,,,24.0910268095884,,,
India,2017,,,,,,24.0014260777145,,,
India,2016,,,,,,23.9118253458407,,,
India,2015,,,,,,23.8222246139668,,,
India,2014,,,,,,23.732623882093,,,
India,2013,,,,,,23.6430231502191,,,
India,2012,,,,,,23.5534224183453,,,
India,2011,,,,,,23.4638216864714,,,
India,2010,,,,,,23.3742209545976,,,
India,2009,,,,,,23.3101483591698,,,
India,2008,,,,,,23.246075763742,,,
India,2007,,,,,,23.1820031683142,,,
India,2006,,,,,,23.1179305728864,,,
India,2005,,,,,,23.0538579774586,,,
India,2004,,,,,,22.9897853820307,,,
India,2003,,,,,,22.9257127866029,,,
India,2002,,,,,,22.8616401911751,,,
India,2001,,,,,,22.7975675957473,,,
India,2000,,,,,,22.7334950003195,,,
India,1999,,,,,,22.6106303330766,,,
India,1998,,,,,,22.4877656658337,,,
India,1997,,,,,,22.3649009985907,,,
India,1996,,,,,,22.2420363313478,,,
India,1995,,,,,,22.1191716641049,,,
India,1994,,,,,,21.996306996862,,,
India,1993,,,,,,21.873442329619,,,
India,1992,,,,,,21.7505776623761,,,
India,1991,,,,,,21.6277129951332,,,
India,1990,,,,,,21.5048483278902,,,
"Iran, Islamic Rep.",2020,,,,,,6.62673035439137,,,
"Iran, Islamic Rep.",2019,,,,,,6.6215531587057,,,
"Iran, Islamic Rep.",2018,,,,,,6.61142064714946,,,
"Iran, Islamic Rep.",2017,,,,,,6.60128813559322,,,
"Iran, Islamic Rep.",2016,,,,,,6.57069181463199,,,
"Iran, Islamic Rep.",2015,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2014,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2013,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2012,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2011,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2010,,,,,,6.56449077826076,,,
"Iran, Islamic Rep.",2009,,,,,,6.480603649402,,,
"Iran, Islamic Rep.",2008,,,,,,6.39671652054324,,,
"Iran, Islamic Rep.",2007,,,,,,6.31282939168447,,,
"Iran, Islamic Rep.",2006,,,,,,6.22894226282571,,,
"Iran, Islamic Rep.",2005,,,,,,6.14505513396694,,,
"Iran, Islamic Rep.",2004,,,,,,6.06116800510818,,,
"Iran, Islamic Rep.",2003,,,,,,5.97728087624942,,,
"Iran, Islamic Rep.",2002,,,,,,5.89339374739065,,,
"Iran, Islamic Rep.",2001,,,,,,5.80950661853189,,,
"Iran, Islamic Rep.",2000,,,,,,5.72561948967313,,,
"Iran, Islamic Rep.",1999,,,,,,5.71029494830423,,,
"Iran, Islamic Rep.",1998,,,,,,5.69497040693534,,,
"Iran, Islamic Rep.",1997,,,,,,5.67964586556644,,,
"Iran, Islamic Rep.",1996,,,,,,5.66432132419755,,,
"Iran, Islamic Rep.",1995,,,,,,5.64899678282866,,,
"Iran, Islamic Rep.",1994,,,,,,5.63367224145976,,,
"Iran, Islamic Rep.",1993,,,,,,5.61834770009087,,,
"Iran, Islamic Rep.",1992,,,,,,5.60302315872197,,,
"Iran, Islamic Rep.",1991,,,,,,5.58769861735308,,,
"Iran, Islamic Rep.",1990,,,,,,5.57237407598418,,,
Kuwait,2020,,,,,,0.350729517396184,,,
Kuwait,2019,,,,,,0.350729517396184,,,
Kuwait,2018,,,,,,0.350729517396184,,,
Kuwait,2017,,,,,,0.350729517396184,,,
Kuwait,2016,,,,,,0.350729517396184,,,
Kuwait,2015,,,,,,0.350729517396184,,,
Kuwait,2014,,,,,,0.350729517396184,,,
Kuwait,2013,,,,,,0.350729517396184,,,
Kuwait,2012,,,,,,0.350729517396184,,,
Kuwait,2011,,,,,,0.350729517396184,,,
Kuwait,2010,,,,,,0.350729517396184,,,
Kuwait,2009,,,,,,0.34287317620651,,,
Kuwait,2008,,,,,,0.335016835016835,,,
Kuwait,2007,,,,,,0.327160493827161,,,
Kuwait,2006,,,,,,0.319304152637486,,,
Kuwait,2005,,,,,,0.311447811447811,,,
Kuwait,2004,,,,,,0.303591470258137,,,
Kuwait,2003,,,,,,0.295735129068462,,,
Kuwait,2002,,,,,,0.287878787878788,,,
Kuwait,2001,,,,,,0.280022446689113,,,
Kuwait,2000,,,,,,0.272166105499439,,,
Kuwait,1999,,,,,,0.264309764309764,,,
Kuwait,1998,,,,,,0.25645342312009,,,
Kuwait,1997,,,,,,0.248597081930415,,,
Kuwait,1996,,,,,,0.240740740740741,,,
Kuwait,1995,,,,,,0.232884399551066,,,
Kuwait,1994,,,,,,0.225028058361392,,,
Kuwait,1993,,,,,,0.217171717171717,,,
Kuwait,1992,,,,,,0.209315375982043,,,
Kuwait,1991,,,,,,0.201459034792368,,,
Kuwait,1990,,,,,,0.193602693602694,,,
New Zealand,2020,,,,,,37.5701264669021,,,
New Zealand,2019,,,,,,37.4673198891041,,,
New Zealand,2018,,,,,,37.4279366526148,,,
New Zealand,2017,,,,,,37.411606091679,,,
New Zealand,2016,,,,,,37.396035091717,,,
New Zealand,2015,,,,,,37.3955033990354,,,
New Zealand,2014,,,,,,37.3966503361057,,,
New Zealand,2013,,,,,,37.3977972731761,,,
New Zealand,2012,,,,,,37.3989442102465,,,
New Zealand,2011,,,,,,37.4000911473169,,,
New Zealand,2010,,,,,,37.4012380843872,,,
New Zealand,2009,,,,,,37.4021191751168,,,
New Zealand,2008,,,,,,37.4030002658463,,,
New Zealand,2007,,,,,,37.4038813565759,,,
New Zealand,2006,,,,,,37.4047624473055,,,
New Zealand,2005,,,,,,37.405643538035,,,
New Zealand,2004,,,,,,37.4065246287646,,,
New Zealand,2003,,,,,,37.4074057194941,,,
New Zealand,2002,,,,,,37.4082868102237,,,
New Zealand,2001,,,,,,37.4091679009532,,,
New Zealand,2000,,,,,,37.4100489916828,,,
New Zealand,1999,,,,,,37.2284493562721,,,
New Zealand,1998,,,,,,37.0468497208613,,,
New Zealand,1997,,,,,,36.8652500854506,,,
New Zealand,1996,,,,,,36.6836504500399,,,
New Zealand,1995,,,,,,36.5020508146291,,,
New Zealand,1994,,,,,,36.3204511792184,,,
New Zealand,1993,,,,,,36.1388515438077,,,
New Zealand,1992,,,,,,35.9572519083969,,,
New Zealand,1991,,,,,,35.7756522729862,,,
New Zealand,1990,,,,,,35.5940526375755,,,
Pakistan,2020,,,,,,4.83330738895807,,,
Pakistan,2019,,,,,,4.88693441261934,,,
Pakistan,2018,,,,,,4.94056143628061,,,
Pakistan,2017,,,,,,4.99418845994188,,,
Pakistan,2016,,,,,,5.01795350767954,,,
Pakistan,2015,,,,,,5.10144250726443,,,
Pakistan,2014,,,,,,5.14324667911997,,,
Pakistan,2013,,,,,,5.18505085097551,,,
Pakistan,2012,,,,,,5.22685502283105,,,
Pakistan,2011,,,,,,5.26865919468659,,,
Pakistan,2010,,,,,,5.31046336654213,,,
Pakistan,2009,,,,,,5.36462614155251,,,
Pakistan,2008,,,,,,5.41878891656289,,,
Pakistan,2007,,,,,,5.47295169157327,,,
Pakistan,2006,,,,,,5.52711446658364,,,
Pakistan,2005,,,,,,5.58127724159402,,,
Pakistan,2004,,,,,,5.6354400166044,,,
Pakistan,2003,,,,,,5.68960279161478,,,
Pakistan,2002,,,,,,5.74376556662516,,,
Pakistan,2001,,,,,,5.79792834163553,,,
Pakistan,2000,,,,,,5.85209111664591,,,
Pakistan,1999,,,,,,5.91377776048153,,,
Pakistan,1998,,,,,,5.97546440431714,,,
Pakistan,1997,,,,,,6.03715104815276,,,
Pakistan,1996,,,,,,6.09883769198838,,,
Pakistan,1995,,,,,,6.16052433582399,,,
Pakistan,1994,,,,,,6.22221097965961,,,
Pakistan,1993,,,,,,6.28389762349523,,,
Pakistan,1992,,,,,,6.34558426733084,,,
Pakistan,1991,,,,,,6.40727091116646,,,
Pakistan,1990,,,,,,0.187759443752594,,,
Qatar,2020,,,,,,0.0,,,
Qatar,2019,,,,,,0.0,,,
Qatar,2018,,,,,,0.0,,,
Qatar,2017,,,,,,0.0,,,
Qatar,2016,,,,,,0.0,,,
Qatar,2015,,,,,,0.0,,,
Qatar,2014,,,,,,0.0,,,
Qatar,2013,,,,,,0.0,,,
Qatar,2012,,,,,,0.0,,,
Qatar,2011,,,,,,0.0,,,
Qatar,2010,,,,,,0.0,,,
Qatar,2009,,,,,,0.0,,,
Qatar,2008,,,,,,0.0,,,
Qatar,2007,,,,,,0.0,,,
Qatar,2006,,,,,,0.0,,,
Qatar,2005,,,,,,0.0,,,
Qatar,2004,,,,,,0.0,,,
Qatar,2003,,,,,,0.0,,,
Qatar,2002,,,,,,0.0,,,
Qatar,2001,,,,,,0.0,,,
Qatar,2000,,,,,,0.0,,,
Qatar,1999,,,,,,0.0,,,
Qatar,1998,,,,,,0.0,,,
Qatar,1997,,,,,,0.0,,,
Qatar,1996,,,,,,0.0,,,
Qatar,1995,,,,,,0.0,,,
Qatar,1994,,,,,,0.0,,,
Qatar,1993,,,,,,0.0,,,
Qatar,1992,,,,,,0.0,,,
Qatar,1991,,,,,,0.0,,,
Qatar,1990,,,,,,0.0,,,
Turkiye,2020,,,,,,28.8714836999597,,,
Turkiye,2019,,,,,,28.6687888985616,,,
Turkiye,2018,,,,,,28.4660940971636,,,
Turkiye,2017,,,,,,28.2635292283305,,,
Turkiye,2016,,,,,,28.104803606928,,,
Turkiye,2015,,,,,,28.104803606928,,,
Turkiye,2014,,,,,,27.9626002104908,,,
Turkiye,2013,,,,,,27.8203968140535,,,
Turkiye,2012,,,,,,27.6781934176163,,,
Turkiye,2011,,,,,,27.535990021179,,,
Turkiye,2010,,,,,,27.3937866247418,,,
Turkiye,2009,,,,,,27.2723347582605,,,
Turkiye,2008,,,,,,27.1508828917792,,,
Turkiye,2007,,,,,,27.0294310252979,,,
Turkiye,2006,,,,,,26.9079791588166,,,
Turkiye,2005,,,,,,26.7865272923353,,,
Turkiye,2004,,,,,,26.665075425854,,,
Turkiye,2003,,,,,,26.5436235593727,,,
Turkiye,2002,,,,,,26.4221716928914,,,
Turkiye,2001,,,,,,26.3007198264101,,,
Turkiye,2000,,,,,,26.1792679599288,,,
Turkiye,1999,,,,,,26.1318594649377,,,
Turkiye,1998,,,,,,26.0844509699466,,,
Turkiye,1997,,,,,,26.0370424749555,,,
Turkiye,1996,,,,,,25.9896339799644,,,
Turkiye,1995,,,,,,25.9422254849733,,,
Turkiye,1994,,,,,,25.8948169899822,,,
Turkiye,1993,,,,,,25.8474084949911,,,
Turkiye,1992,,,,,,25.8,,,
Turkiye,1991,,,,,,25.7525915050089,,,
Turkiye,1990,,,,,,25.7051830100178,,,
Ukraine,2020,,,,,,16.7241974456334,,,
Ukraine,2019,,,,,,16.7138419054194,,,
Ukraine,2018,,,,,,16.7034863652054,,,
Ukraine,2017,,,,,,16.6942862074918,,,
Ukraine,2016,,,,,,16.6824906350878,,,
Ukraine,2015,,,,,,16.6704068773844,,,
Ukraine,2014,,,,,,16.6327746033938,,,
Ukraine,2013,,,,,,16.594282952427,,,
Ukraine,2012,,,,,,16.5566526272181,,,
Ukraine,2011,,,,,,16.5190223020093,,,
Ukraine,2010,,,,,,16.4813919768004,,,
Ukraine,2009,,,,,,16.4748325623144,,,
Ukraine,2008,,,,,,16.4682731478285,,,
Ukraine,2007,,,,,,16.4614295824487,,,
Ukraine,2006,,,,,,16.4540182270091,,,
Ukraine,2005,,,,,,16.4468915047119,,,
Ukraine,2004,,,,,,16.4414678772396,,,
Ukraine,2003,,,,,,16.4349086891981,,,
Ukraine,2002,,,,,,16.4283495011565,,,
Ukraine,2001,,,,,,16.4215068611375,,,
Ukraine,2000,,,,,,16.4149477863122,,,
Ukraine,1999,,,,,,16.3742124795029,,,
Ukraine,1998,,,,,,16.3334771726935,,,
Ukraine,1997,,,,,,16.2927418658842,,,
Ukraine,1996,,,,,,16.2520065590748,,,
Ukraine,1995,,,,,,16.2112712522655,,,
Ukraine,1994,,,,,,16.1705359454561,,,
Ukraine,1993,,,,,,16.1298006386468,,,
Ukraine,1992,,,,,,16.0890653318374,,,
Ukraine,1991,,,,,,,,,
Ukraine,1990,,,,,,,,,
South Africa,2020,,,,,,14.055090718743,,,
South Africa,2019,,,,,,14.0850967364334,,,
South Africa,2018,,,,,,14.1151027541238,,,
South Africa,2017,,,,,,14.1451087718141,,,
South Africa,2016,,,,,,14.1751147895045,,,
South Africa,2015,,,,,,14.2051208071948,,,
South Africa,2014,,,,,,14.2351268248852,,,
South Africa,2013,,,,,,14.2651328425756,,,
South Africa,2012,,,,,,14.2951388602659,,,
South Africa,2011,,,,,,14.3251448779563,,,
South Africa,2010,,,,,,14.3551508956467,,,
South Africa,2009,,,,,,14.385156913337,,,
South Africa,2008,,,,,,14.4151629310274,,,
South Africa,2007,,,,,,14.4451689487177,,,
South Africa,2006,,,,,,14.4751749664081,,,
South Africa,2005,,,,,,14.5051809840985,,,
South Africa,2004,,,,,,14.5351870017888,,,
South Africa,2003,,,,,,14.5651930194792,,,
South Africa,2002,,,,,,14.5951990371695,,,
South Africa,2001,,,,,,14.6252050548599,,,
South Africa,2000,,,,,,14.6552110725503,,,
South Africa,1999,,,,,,14.6852170902406,,,
South Africa,1998,,,,,,14.715223107931,,,
South Africa,1997,,,,,,14.7452291256213,,,
South Africa,1996,,,,,,14.7752351433117,,,
South Africa,1995,,,,,,14.8052411610021,,,
South Africa,1994,,,,,,14.8352471786924,,,
South Africa,1993,,,,,,14.8652531963828,,,
South Africa,1992,,,,,,14.8952592140731,,,
South Africa,1991,,,,,,14.9252652317635,,,
South Africa,1990,,,,,,14.9552712494539,,,
Australia,2020,,,,,,,1.28293313733698,,
Australia,2019,,,,,,,1.52165367749095,,
Australia,2018,,,,,,,1.53610551570388,,
Australia,2017,,,,,,,1.68452310845434,,
Australia,2016,,,,,,,1.56194049810399,,
Australia,2015,,,,,,,1.43921665259925,,
Australia,2014,,,,,,,1.49156648912847,,
Australia,2013,,,,,,,1.721151439989,,
Australia,2012,,,,,,,1.74582000067359,,
Australia,2011,,,,,,,1.38952731561803,,
Australia,2010,,,,,,,1.55548958906995,,
Australia,2009,,,,,,,2.0610451296841,,
Australia,2008,,,,,,,2.00402174031569,,
Australia,2007,,,,,,,0.624678435014185,,
Australia,2006,,,,,,,1.47522794532757,,
Australia,2005,,,,,,,1.31978955436191,,
Australia,2004,,,,,,,1.15935216218033,,
Australia,2003,,,,,,,1.23399666342628,,
Australia,2002,,,,,,,1.22056378534358,,
Australia,2001,,,,,,,1.34835834227145,,
Australia,2000,,,,,,,1.19227232344832,,
Australia,1999,,,,,,,1.14250518739456,,
Australia,1998,,,,,,,1.04223571564164,,
Australia,1997,,,,,,,1.11872568961022,,
Australia,1996,,,,,,,1.31381929938745,,
Australia,1995,,,,,,,1.20801981192904,,
Australia,1994,,,,,,,1.05850884158683,,
Australia,1993,,,,,,,0.9783366810892,,
Australia,1992,,,,,,,1.21339077499647,,
Australia,1991,,,,,,,1.27457757809254,,
Australia,1990,,,,,,,1.47997801595662,,
Azerbaijan,2020,,,,,,,0.684365325388407,,
Azerbaijan,2019,,,,,,,0.846646726414021,,
Azerbaijan,2018,,,,,,,0.866316916370841,,
Azerbaijan,2017,,,,,,,0.98126180450475,,
Azerbaijan,2016,,,,,,,1.11785721013911,,
Azerbaijan,2015,,,,,,,1.19120985807018,,
Azerbaijan,2014,,,,,,,1.24820899735588,,
Azerbaijan,2013,,,,,,,1.29344702700591,,
Azerbaijan,2012,,,,,,,1.32876382733755,,
Azerbaijan,2011,,,,,,,1.30300085487651,,
Azerbaijan,2010,,,,,,,1.18978770786007,,
Azerbaijan,2009,,,,,,,2.07614826384645,,
Azerbaijan,2008,,,,,,,2.09985403259251,,
Azerbaijan,2007,,,,,,,1.13385546615645,,
Azerbaijan,2006,,,,,,,1.09858657441812,,
Azerbaijan,2005,,,,,,,1.02226559239828,,
Azerbaijan,2004,,,,,,,0.875427280482454,,
Azerbaijan,2003,,,,,,,0.757650955616913,,
Azerbaijan,2002,,,,,,,0.746173582716985,,
Azerbaijan,2001,,,,,,,0.774765939386613,,
Azerbaijan,2000,,,,,,,0.821519963674211,,
Azerbaijan,1999,,,,,,,0.877598699856844,,
Azerbaijan,1998,,,,,,,0.949138146647058,,
Azerbaijan,1997,,,,,,,0.964673773704232,,
Azerbaijan,1996,,,,,,,1.01179991660887,,
Azerbaijan,1995,,,,,,,1.15566613988888,,
Azerbaijan,1994,,,,,,,1.34847501163452,,
Azerbaijan,1993,,,,,,,1.51580689251655,,
Azerbaijan,1992,,,,,,,1.51162852010951,,
Azerbaijan,1991,,,,,,,1.33044567943037,,
Azerbaijan,1990,,,,,,,0.67575057643047,,
United Kingdom,2020,,,,,,,0.365409432414506,,
United Kingdom,2019,,,,,,,0.564131113399897,,
United Kingdom,2018,,,,,,,0.605929132212552,,
United Kingdom,2017,,,,,,,0.679374473924223,,
United Kingdom,2016,,,,,,,0.757874492811929,,
United Kingdom,2015,,,,,,,0.792367505802859,,
United Kingdom,2014,,,,,,,0.736463978721671,,
